Roll.No,Date,Class,Status
24E55A6605,2025-10-04,IDS,A
24E55A6605,2025-10-04,AR,P
24E55A6606,2025-10-04,ML,A
24E55A6606,2025-10-04,BEFA,P
24E55A6606,2025-10-04,DV,P
24E55A6606,2025-10-04,SE,P
24E55A6606,2025-10-04,ACD,P
24E55A6606,2025-10-04,IDS,A
24E55A6606,2025-10-04,AR,P
23E51A6601,2025-10-05,ML,P
23E51A6601,2025-10-05,BEFA,P
23E51A6601,2025-10-05,DV,A
23E51A6601,2025-10-05,SE,P
23E51A6601,2025-10-05,ACD,P
23E51A6601,2025-10-05,IDS,P
23E51A6601,2025-10-05,AR,A
23E51A6602,2025-10-05,ML,P
23E51A6602,2025-10-05,BEFA,P
23E51A6602,2025-10-05,DV,P
23E51A6602,2025-10-05,SE,A
23E51A6602,2025-10-05,ACD,P
23E51A6602,2025-10-05,IDS,A
23E51A6602,2025-10-05,AR,P
23E51A6603,2025-10-05,ML,A
23E51A6603,2025-10-05,BEFA,P
23E51A6603,2025-10-05,DV,P
23E51A6603,2025-10-05,SE,P
23E51A6603,2025-10-05,ACD,P
23E51A6603,2025-10-05,IDS,A
23E51A6603,2025-10-05,AR,P
23E51A6604,2025-10-05,ML,P
23E51A6604,2025-10-05,BEFA,P
23E51A6604,2025-10-05,DV,P
23E51A6604,2025-10-05,SE,A
23E51A6604,2025-10-05,ACD,P
23E51A6604,2025-10-05,IDS,P
23E51A6604,2025-10-05,AR,P
23E51A6605,2025-10-05,ML,P
23E51A6605,2025-10-05,BEFA,P
23E51A6605,2025-10-05,DV,A
23E51A6605,2025-10-05,SE,P
23E51A6605,2025-10-05,ACD,P
23E51A6605,2025-10-05,IDS,P
23E51A6605,2025-10-05,AR,P
23E51A6606,2025-10-05,ML,P
23E51A6606,2025-10-05,BEFA,P
23E51A6606,2025-10-05,DV,P
23E51A6606,2025-10-05,SE,P
23E51A6606,2025-10-05,ACD,P
23E51A6606,2025-10-05,IDS,P
23E51A6606,2025-10-05,AR,A
23E51A6607,2025-10-05,ML,P
23E51A6607,2025-10-05,BEFA,A
23E51A6607,2025-10-05,DV,P
23E51A6607,2025-10-05,SE,P
23E51A6607,2025-10-05,ACD,P
23E51A6607,2025-10-05,IDS,P
23E51A6607,2025-10-05,AR,P
23E51A6608,2025-10-05,ML,P
23E51A6608,2025-10-05,BEFA,P
23E51A6608,2025-10-05,DV,A
23E51A6608,2025-10-05,SE,P
23E51A6608,2025-10-05,ACD,A
23E51A6608,2025-10-05,IDS,P
23E51A6608,2025-10-05,AR,P
23E51A6609,2025-10-05,ML,P
23E51A6609,2025-10-05,BEFA,P
23E51A6609,2025-10-05,DV,P
23E51A6609,2025-10-05,SE,P
23E51A6609,2025-10-05,ACD,P
23E51A6609,2025-10-05,IDS,A
23E51A6609,2025-10-05,AR,P
23E51A6610,2025-10-05,ML,P
23E51A6610,2025-10-05,BEFA,P
23E51A6610,2025-10-05,DV,P
23E51A6610,2025-10-05,SE,P
23E51A6610,2025-10-05,ACD,P
23E51A6610,2025-10-05,IDS,P
23E51A6610,2025-10-05,AR,P
23E51A6611,2025-10-05,ML,A
23E51A6611,2025-10-05,BEFA,P
23E51A6611,2025-10-05,DV,P
23E51A6611,2025-10-05,SE,P
23E51A6611,2025-10-05,ACD,P
23E51A6611,2025-10-05,IDS,A
23E51A6611,2025-10-05,AR,P
23E51A6612,2025-10-05,ML,P
23E51A6612,2025-10-05,BEFA,P
23E51A6612,2025-10-05,DV,P
23E51A6612,2025-10-05,SE,P
23E51A6612,2025-10-05,ACD,P
23E51A6612,2025-10-05,IDS,P
23E51A6612,2025-10-05,AR,P
23E51A6613,2025-10-05,ML,P
23E51A6613,2025-10-05,BEFA,P
23E51A6613,2025-10-05,DV,P
23E51A6613,2025-10-05,SE,P
23E51A6613,2025-10-05,ACD,P
23E51A6613,2025-10-05,IDS,P
23E51A6613,2025-10-05,AR,A
23E51A6614,2025-10-05,ML,P
23E51A6614,2025-10-05,BEFA,P
23E51A6614,2025-10-05,DV,P
23E51A6614,2025-10-05,SE,P
23E51A6614,2025-10-05,ACD,P
23E51A6614,2025-10-05,IDS,P
23E51A6614,2025-10-05,AR,P
23E51A6616,2025-10-05,ML,P
23E51A6616,2025-10-05,BEFA,A
23E51A6616,2025-10-05,DV,P
23E51A6616,2025-10-05,SE,A
23E51A6616,2025-10-05,ACD,P
23E51A6616,2025-10-05,IDS,P
23E51A6616,2025-10-05,AR,P
23E51A6617,2025-10-05,ML,A
23E51A6617,2025-10-05,BEFA,P
23E51A6617,2025-10-05,DV,P
23E51A6617,2025-10-05,SE,A
23E51A6617,2025-10-05,ACD,P
23E51A6617,2025-10-05,IDS,P
23E51A6617,2025-10-05,AR,P
23E51A6618,2025-10-05,ML,P
23E51A6618,2025-10-05,BEFA,P
23E51A6618,2025-10-05,DV,A
23E51A6618,2025-10-05,SE,P
23E51A6618,2025-10-05,ACD,A
23E51A6618,2025-10-05,IDS,P
23E51A6618,2025-10-05,AR,P
23E51A6619,2025-10-05,ML,A
23E51A6619,2025-10-05,BEFA,P
23E51A6619,2025-10-05,DV,P
23E51A6619,2025-10-05,SE,P
23E51A6619,2025-10-05,ACD,P
23E51A6619,2025-10-05,IDS,P
23E51A6619,2025-10-05,AR,P
23E51A6620,2025-10-05,ML,P
23E51A6620,2025-10-05,BEFA,P
23E51A6620,2025-10-05,DV,P
23E51A6620,2025-10-05,SE,P
23E51A6620,2025-10-05,ACD,P
23E51A6620,2025-10-05,IDS,P
23E51A6620,2025-10-05,AR,P
23E51A6621,2025-10-05,ML,P
23E51A6621,2025-10-05,BEFA,P
23E51A6621,2025-10-05,DV,P
23E51A6621,2025-10-05,SE,P
23E51A6621,2025-10-05,ACD,P
23E51A6621,2025-10-05,IDS,P
23E51A6621,2025-10-05,AR,P
23E51A6622,2025-10-05,ML,P
23E51A6622,2025-10-05,BEFA,P
23E51A6622,2025-10-05,DV,P
23E51A6622,2025-10-05,SE,P
23E51A6622,2025-10-05,ACD,P
23E51A6622,2025-10-05,IDS,P
23E51A6622,2025-10-05,AR,P
23E51A6623,2025-10-05,ML,P
23E51A6623,2025-10-05,BEFA,P
23E51A6623,2025-10-05,DV,P
23E51A6623,2025-10-05,SE,P
23E51A6623,2025-10-05,ACD,P
23E51A6623,2025-10-05,IDS,P
23E51A6623,2025-10-05,AR,P
23E51A6624,2025-10-05,ML,P
23E51A6624,2025-10-05,BEFA,P
23E51A6624,2025-10-05,DV,P
23E51A6624,2025-10-05,SE,P
23E51A6624,2025-10-05,ACD,P
23E51A6624,2025-10-05,IDS,P
23E51A6624,2025-10-05,AR,P
23E51A6625,2025-10-05,ML,P
23E51A6625,2025-10-05,BEFA,P
23E51A6625,2025-10-05,DV,P
23E51A6625,2025-10-05,SE,P
23E51A6625,2025-10-05,ACD,P
23E51A6625,2025-10-05,IDS,P
23E51A6625,2025-10-05,AR,P
23E51A6626,2025-10-05,ML,P
23E51A6626,2025-10-05,BEFA,P
23E51A6626,2025-10-05,DV,P
23E51A6626,2025-10-05,SE,P
23E51A6626,2025-10-05,ACD,P
23E51A6626,2025-10-05,IDS,P
23E51A6626,2025-10-05,AR,P
23E51A6627,2025-10-05,ML,P
23E51A6627,2025-10-05,BEFA,P
23E51A6627,2025-10-05,DV,P
23E51A6627,2025-10-05,SE,P
23E51A6627,2025-10-05,ACD,P
23E51A6627,2025-10-05,IDS,P
23E51A6627,2025-10-05,AR,P
23E51A6628,2025-10-05,ML,P
23E51A6628,2025-10-05,BEFA,P
23E51A6628,2025-10-05,DV,A
23E51A6628,2025-10-05,SE,P
23E51A6628,2025-10-05,ACD,A
23E51A6628,2025-10-05,IDS,P
23E51A6628,2025-10-05,AR,P
23E51A6629,2025-10-05,ML,P
23E51A6629,2025-10-05,BEFA,P
23E51A6629,2025-10-05,DV,P
23E51A6629,2025-10-05,SE,P
23E51A6629,2025-10-05,ACD,P
23E51A6629,2025-10-05,IDS,P
23E51A6629,2025-10-05,AR,P
23E51A6630,2025-10-05,ML,A
23E51A6630,2025-10-05,BEFA,P
23E51A6630,2025-10-05,DV,P
23E51A6630,2025-10-05,SE,P
23E51A6630,2025-10-05,ACD,P
23E51A6630,2025-10-05,IDS,P
23E51A6630,2025-10-05,AR,P
23E51A6631,2025-10-05,ML,P
23E51A6631,2025-10-05,BEFA,P
23E51A6631,2025-10-05,DV,P
23E51A6631,2025-10-05,SE,P
23E51A6631,2025-10-05,ACD,P
23E51A6631,2025-10-05,IDS,P
23E51A6631,2025-10-05,AR,P
23E51A6632,2025-10-05,ML,P
23E51A6632,2025-10-05,BEFA,P
23E51A6632,2025-10-05,DV,P
23E51A6632,2025-10-05,SE,P
23E51A6632,2025-10-05,ACD,A
23E51A6632,2025-10-05,IDS,P
23E51A6632,2025-10-05,AR,P
23E51A6633,2025-10-05,ML,P
23E51A6633,2025-10-05,BEFA,P
23E51A6633,2025-10-05,DV,P
23E51A6633,2025-10-05,SE,P
23E51A6633,2025-10-05,ACD,P
23E51A6633,2025-10-05,IDS,P
23E51A6633,2025-10-05,AR,P
23E51A6634,2025-10-05,ML,P
23E51A6634,2025-10-05,BEFA,P
23E51A6634,2025-10-05,DV,P
23E51A6634,2025-10-05,SE,P
23E51A6634,2025-10-05,ACD,P
23E51A6634,2025-10-05,IDS,P
23E51A6634,2025-10-05,AR,P
23E51A6635,2025-10-05,ML,P
23E51A6635,2025-10-05,BEFA,P
23E51A6635,2025-10-05,DV,P
23E51A6635,2025-10-05,SE,P
23E51A6635,2025-10-05,ACD,A
23E51A6635,2025-10-05,IDS,A
23E51A6635,2025-10-05,AR,P
23E51A6636,2025-10-05,ML,A
23E51A6636,2025-10-05,BEFA,P
23E51A6636,2025-10-05,DV,A
23E51A6636,2025-10-05,SE,P
23E51A6636,2025-10-05,ACD,P
23E51A6636,2025-10-05,IDS,P
23E51A6636,2025-10-05,AR,P
23E51A6637,2025-10-05,ML,P
23E51A6637,2025-10-05,BEFA,P
23E51A6637,2025-10-05,DV,P
23E51A6637,2025-10-05,SE,P
23E51A6637,2025-10-05,ACD,P
23E51A6637,2025-10-05,IDS,P
23E51A6637,2025-10-05,AR,P
23E51A6638,2025-10-05,ML,P
23E51A6638,2025-10-05,BEFA,P
23E51A6638,2025-10-05,DV,P
23E51A6638,2025-10-05,SE,P
23E51A6638,2025-10-05,ACD,P
23E51A6638,2025-10-05,IDS,P
23E51A6638,2025-10-05,AR,P
23E51A6640,2025-10-05,ML,P
23E51A6640,2025-10-05,BEFA,P
23E51A6640,2025-10-05,DV,P
23E51A6640,2025-10-05,SE,P
23E51A6640,2025-10-05,ACD,A
23E51A6640,2025-10-05,IDS,A
23E51A6640,2025-10-05,AR,P
23E51A6641,2025-10-05,ML,P
23E51A6641,2025-10-05,BEFA,A
23E51A6641,2025-10-05,DV,P
23E51A6641,2025-10-05,SE,P
23E51A6641,2025-10-05,ACD,P
23E51A6641,2025-10-05,IDS,P
23E51A6641,2025-10-05,AR,P
23E51A6642,2025-10-05,ML,P
23E51A6642,2025-10-05,BEFA,P
23E51A6642,2025-10-05,DV,P
23E51A6642,2025-10-05,SE,P
23E51A6642,2025-10-05,ACD,P
23E51A6642,2025-10-05,IDS,P
23E51A6642,2025-10-05,AR,P
23E51A6643,2025-10-05,ML,P
23E51A6643,2025-10-05,BEFA,P
23E51A6643,2025-10-05,DV,P
23E51A6643,2025-10-05,SE,A
23E51A6643,2025-10-05,ACD,P
23E51A6643,2025-10-05,IDS,P
23E51A6643,2025-10-05,AR,P
23E51A6644,2025-10-05,ML,P
23E51A6644,2025-10-05,BEFA,P
23E51A6644,2025-10-05,DV,P
23E51A6644,2025-10-05,SE,P
23E51A6644,2025-10-05,ACD,P
23E51A6644,2025-10-05,IDS,P
23E51A6644,2025-10-05,AR,P
23E51A6645,2025-10-05,ML,P
23E51A6645,2025-10-05,BEFA,P
23E51A6645,2025-10-05,DV,P
23E51A6645,2025-10-05,SE,P
23E51A6645,2025-10-05,ACD,P
23E51A6645,2025-10-05,IDS,P
23E51A6645,2025-10-05,AR,P
23E51A6647,2025-10-05,ML,P
23E51A6647,2025-10-05,BEFA,P
23E51A6647,2025-10-05,DV,P
23E51A6647,2025-10-05,SE,P
23E51A6647,2025-10-05,ACD,P
23E51A6647,2025-10-05,IDS,P
23E51A6647,2025-10-05,AR,P
23E51A6648,2025-10-05,ML,P
23E51A6648,2025-10-05,BEFA,P
23E51A6648,2025-10-05,DV,P
23E51A6648,2025-10-05,SE,P
23E51A6648,2025-10-05,ACD,P
23E51A6648,2025-10-05,IDS,P
23E51A6648,2025-10-05,AR,P
23E51A6649,2025-10-05,ML,A
23E51A6649,2025-10-05,BEFA,P
23E51A6649,2025-10-05,DV,P
23E51A6649,2025-10-05,SE,P
23E51A6649,2025-10-05,ACD,P
23E51A6649,2025-10-05,IDS,P
23E51A6649,2025-10-05,AR,A
23E51A6650,2025-10-05,ML,P
23E51A6650,2025-10-05,BEFA,A
23E51A6650,2025-10-05,DV,P
23E51A6650,2025-10-05,SE,P
23E51A6650,2025-10-05,ACD,P
23E51A6650,2025-10-05,IDS,P
23E51A6650,2025-10-05,AR,P
23E51A6651,2025-10-05,ML,P
23E51A6651,2025-10-05,BEFA,A
23E51A6651,2025-10-05,DV,P
23E51A6651,2025-10-05,SE,P
23E51A6651,2025-10-05,ACD,P
23E51A6651,2025-10-05,IDS,A
23E51A6651,2025-10-05,AR,P
23E51A6652,2025-10-05,ML,P
23E51A6652,2025-10-05,BEFA,P
23E51A6652,2025-10-05,DV,P
23E51A6652,2025-10-05,SE,P
23E51A6652,2025-10-05,ACD,P
23E51A6652,2025-10-05,IDS,P
23E51A6652,2025-10-05,AR,P
23E51A6653,2025-10-05,ML,P
23E51A6653,2025-10-05,BEFA,A
23E51A6653,2025-10-05,DV,P
23E51A6653,2025-10-05,SE,P
23E51A6653,2025-10-05,ACD,P
23E51A6653,2025-10-05,IDS,P
23E51A6653,2025-10-05,AR,P
23E51A6654,2025-10-05,ML,P
23E51A6654,2025-10-05,BEFA,P
23E51A6654,2025-10-05,DV,P
23E51A6654,2025-10-05,SE,P
23E51A6654,2025-10-05,ACD,A
23E51A6654,2025-10-05,IDS,P
23E51A6654,2025-10-05,AR,P
23E51A6655,2025-10-05,ML,P
23E51A6655,2025-10-05,BEFA,P
23E51A6655,2025-10-05,DV,A
23E51A6655,2025-10-05,SE,P
23E51A6655,2025-10-05,ACD,P
23E51A6655,2025-10-05,IDS,P
23E51A6655,2025-10-05,AR,A
23E51A6656,2025-10-05,ML,P
23E51A6656,2025-10-05,BEFA,P
23E51A6656,2025-10-05,DV,P
23E51A6656,2025-10-05,SE,P
23E51A6656,2025-10-05,ACD,P
23E51A6656,2025-10-05,IDS,P
23E51A6656,2025-10-05,AR,P
23E51A6657,2025-10-05,ML,P
23E51A6657,2025-10-05,BEFA,P
23E51A6657,2025-10-05,DV,P
23E51A6657,2025-10-05,SE,P
23E51A6657,2025-10-05,ACD,P
23E51A6657,2025-10-05,IDS,P
23E51A6657,2025-10-05,AR,P
23E51A6658,2025-10-05,ML,A
23E51A6658,2025-10-05,BEFA,P
23E51A6658,2025-10-05,DV,P
23E51A6658,2025-10-05,SE,A
23E51A6658,2025-10-05,ACD,P
23E51A6658,2025-10-05,IDS,P
23E51A6658,2025-10-05,AR,P
23E51A6659,2025-10-05,ML,P
23E51A6659,2025-10-05,BEFA,P
23E51A6659,2025-10-05,DV,P
23E51A6659,2025-10-05,SE,P
23E51A6659,2025-10-05,ACD,A
23E51A6659,2025-10-05,IDS,A
23E51A6659,2025-10-05,AR,P
23E51A6660,2025-10-05,ML,P
23E51A6660,2025-10-05,BEFA,P
23E51A6660,2025-10-05,DV,P
23E51A6660,2025-10-05,SE,P
23E51A6660,2025-10-05,ACD,P
23E51A6660,2025-10-05,IDS,P
23E51A6660,2025-10-05,AR,A
23E51A6661,2025-10-05,ML,P
23E51A6661,2025-10-05,BEFA,P
23E51A6661,2025-10-05,DV,P
23E51A6661,2025-10-05,SE,P
23E51A6661,2025-10-05,ACD,A
23E51A6661,2025-10-05,IDS,P
23E51A6661,2025-10-05,AR,P
23E51A6662,2025-10-05,ML,A
23E51A6662,2025-10-05,BEFA,P
23E51A6662,2025-10-05,DV,A
23E51A6662,2025-10-05,SE,P
23E51A6662,2025-10-05,ACD,P
23E51A6662,2025-10-05,IDS,P
23E51A6662,2025-10-05,AR,P
23E51A6663,2025-10-05,ML,P
23E51A6663,2025-10-05,BEFA,P
23E51A6663,2025-10-05,DV,P
23E51A6663,2025-10-05,SE,P
23E51A6663,2025-10-05,ACD,P
23E51A6663,2025-10-05,IDS,A
23E51A6663,2025-10-05,AR,P
23E51A6664,2025-10-05,ML,A
23E51A6664,2025-10-05,BEFA,A
23E51A6664,2025-10-05,DV,P
23E51A6664,2025-10-05,SE,P
23E51A6664,2025-10-05,ACD,P
23E51A6664,2025-10-05,IDS,P
23E51A6664,2025-10-05,AR,P
24E55A6601,2025-10-05,ML,A
24E55A6601,2025-10-05,BEFA,A
24E55A6601,2025-10-05,DV,P
24E55A6601,2025-10-05,SE,P
24E55A6601,2025-10-05,ACD,P
24E55A6601,2025-10-05,IDS,P
24E55A6601,2025-10-05,AR,P
24E55A6602,2025-10-05,ML,P
24E55A6602,2025-10-05,BEFA,P
24E55A6602,2025-10-05,DV,A
24E55A6602,2025-10-05,SE,P
24E55A6602,2025-10-05,ACD,P
24E55A6602,2025-10-05,IDS,P
24E55A6602,2025-10-05,AR,P
24E55A6603,2025-10-05,ML,P
24E55A6603,2025-10-05,BEFA,P
24E55A6603,2025-10-05,DV,P
24E55A6603,2025-10-05,SE,P
24E55A6603,2025-10-05,ACD,P
24E55A6603,2025-10-05,IDS,P
24E55A6603,2025-10-05,AR,P
24E55A6604,2025-10-05,ML,P
24E55A6604,2025-10-05,BEFA,P
24E55A6604,2025-10-05,DV,P
24E55A6604,2025-10-05,SE,P
24E55A6604,2025-10-05,ACD,P
24E55A6604,2025-10-05,IDS,P
24E55A6604,2025-10-05,AR,P
24E55A6605,2025-10-05,ML,P
24E55A6605,2025-10-05,BEFA,A
24E55A6605,2025-10-05,DV,P
24E55A6605,2025-10-05,SE,A
24E55A6605,2025-10-05,ACD,P
24E55A6605,2025-10-05,IDS,P
24E55A6605,2025-10-05,AR,P
24E55A6606,2025-10-05,ML,P
24E55A6606,2025-10-05,BEFA,P
24E55A6606,2025-10-05,DV,P
24E55A6606,2025-10-05,SE,P
24E55A6606,2025-10-05,ACD,P
24E55A6606,2025-10-05,IDS,P
24E55A6606,2025-10-05,AR,P
23E51A6601,2025-10-06,ML,P
23E51A6601,2025-10-06,BEFA,P
23E51A6601,2025-10-06,DV,P
23E51A6601,2025-10-06,SE,P
23E51A6601,2025-10-06,ACD,P
23E51A6601,2025-10-06,IDS,P
23E51A6601,2025-10-06,AR,P
23E51A6602,2025-10-06,ML,A
23E51A6602,2025-10-06,BEFA,P
23E51A6602,2025-10-06,DV,P
23E51A6602,2025-10-06,SE,P
23E51A6602,2025-10-06,ACD,P
23E51A6602,2025-10-06,IDS,A
23E51A6602,2025-10-06,AR,P
23E51A6603,2025-10-06,ML,P
23E51A6603,2025-10-06,BEFA,P
23E51A6603,2025-10-06,DV,P
23E51A6603,2025-10-06,SE,P
23E51A6603,2025-10-06,ACD,P
23E51A6603,2025-10-06,IDS,A
23E51A6603,2025-10-06,AR,A
23E51A6604,2025-10-06,ML,P
23E51A6604,2025-10-06,BEFA,P
23E51A6604,2025-10-06,DV,P
23E51A6604,2025-10-06,SE,P
23E51A6604,2025-10-06,ACD,P
23E51A6604,2025-10-06,IDS,P
23E51A6604,2025-10-06,AR,A
23E51A6605,2025-10-06,ML,P
23E51A6605,2025-10-06,BEFA,P
23E51A6605,2025-10-06,DV,P
23E51A6605,2025-10-06,SE,P
23E51A6605,2025-10-06,ACD,P
23E51A6605,2025-10-06,IDS,P
23E51A6605,2025-10-06,AR,P
23E51A6606,2025-10-06,ML,P
23E51A6606,2025-10-06,BEFA,P
23E51A6606,2025-10-06,DV,P
23E51A6606,2025-10-06,SE,P
23E51A6606,2025-10-06,ACD,P
23E51A6606,2025-10-06,IDS,A
23E51A6606,2025-10-06,AR,A
23E51A6607,2025-10-06,ML,P
23E51A6607,2025-10-06,BEFA,P
23E51A6607,2025-10-06,DV,P
23E51A6607,2025-10-06,SE,P
23E51A6607,2025-10-06,ACD,P
23E51A6607,2025-10-06,IDS,P
23E51A6607,2025-10-06,AR,P
23E51A6608,2025-10-06,ML,P
23E51A6608,2025-10-06,BEFA,A
23E51A6608,2025-10-06,DV,P
23E51A6608,2025-10-06,SE,P
23E51A6608,2025-10-06,ACD,P
23E51A6608,2025-10-06,IDS,P
23E51A6608,2025-10-06,AR,A
23E51A6609,2025-10-06,ML,P
23E51A6609,2025-10-06,BEFA,P
23E51A6609,2025-10-06,DV,P
23E51A6609,2025-10-06,SE,A
23E51A6609,2025-10-06,ACD,P
23E51A6609,2025-10-06,IDS,P
23E51A6609,2025-10-06,AR,A
23E51A6610,2025-10-06,ML,P
23E51A6610,2025-10-06,BEFA,P
23E51A6610,2025-10-06,DV,A
23E51A6610,2025-10-06,SE,P
23E51A6610,2025-10-06,ACD,P
23E51A6610,2025-10-06,IDS,P
23E51A6610,2025-10-06,AR,A
23E51A6611,2025-10-06,ML,P
23E51A6611,2025-10-06,BEFA,P
23E51A6611,2025-10-06,DV,P
23E51A6611,2025-10-06,SE,A
23E51A6611,2025-10-06,ACD,A
23E51A6611,2025-10-06,IDS,P
23E51A6611,2025-10-06,AR,P
23E51A6612,2025-10-06,ML,P
23E51A6612,2025-10-06,BEFA,P
23E51A6612,2025-10-06,DV,P
23E51A6612,2025-10-06,SE,P
23E51A6612,2025-10-06,ACD,P
23E51A6612,2025-10-06,IDS,P
23E51A6612,2025-10-06,AR,P
23E51A6613,2025-10-06,ML,P
23E51A6613,2025-10-06,BEFA,P
23E51A6613,2025-10-06,DV,P
23E51A6613,2025-10-06,SE,P
23E51A6613,2025-10-06,ACD,P
23E51A6613,2025-10-06,IDS,P
23E51A6613,2025-10-06,AR,P
23E51A6614,2025-10-06,ML,P
23E51A6614,2025-10-06,BEFA,A
23E51A6614,2025-10-06,DV,P
23E51A6614,2025-10-06,SE,P
23E51A6614,2025-10-06,ACD,P
23E51A6614,2025-10-06,IDS,A
23E51A6614,2025-10-06,AR,P
23E51A6616,2025-10-06,ML,P
23E51A6616,2025-10-06,BEFA,P
23E51A6616,2025-10-06,DV,P
23E51A6616,2025-10-06,SE,P
23E51A6616,2025-10-06,ACD,P
23E51A6616,2025-10-06,IDS,P
23E51A6616,2025-10-06,AR,P
23E51A6617,2025-10-06,ML,P
23E51A6617,2025-10-06,BEFA,A
23E51A6617,2025-10-06,DV,P
23E51A6617,2025-10-06,SE,P
23E51A6617,2025-10-06,ACD,P
23E51A6617,2025-10-06,IDS,P
23E51A6617,2025-10-06,AR,P
23E51A6618,2025-10-06,ML,P
23E51A6618,2025-10-06,BEFA,A
23E51A6618,2025-10-06,DV,P
23E51A6618,2025-10-06,SE,P
23E51A6618,2025-10-06,ACD,P
23E51A6618,2025-10-06,IDS,P
23E51A6618,2025-10-06,AR,P
23E51A6619,2025-10-06,ML,P
23E51A6619,2025-10-06,BEFA,P
23E51A6619,2025-10-06,DV,P
23E51A6619,2025-10-06,SE,P
23E51A6619,2025-10-06,ACD,A
23E51A6619,2025-10-06,IDS,A
23E51A6619,2025-10-06,AR,P
23E51A6620,2025-10-06,ML,P
23E51A6620,2025-10-06,BEFA,P
23E51A6620,2025-10-06,DV,A
23E51A6620,2025-10-06,SE,P
23E51A6620,2025-10-06,ACD,P
23E51A6620,2025-10-06,IDS,P
23E51A6620,2025-10-06,AR,P
23E51A6621,2025-10-06,ML,P
23E51A6621,2025-10-06,BEFA,P
23E51A6621,2025-10-06,DV,P
23E51A6621,2025-10-06,SE,P
23E51A6621,2025-10-06,ACD,P
23E51A6621,2025-10-06,IDS,P
23E51A6621,2025-10-06,AR,P
23E51A6622,2025-10-06,ML,P
23E51A6622,2025-10-06,BEFA,A
23E51A6622,2025-10-06,DV,P
23E51A6622,2025-10-06,SE,P
23E51A6622,2025-10-06,ACD,P
23E51A6622,2025-10-06,IDS,P
23E51A6622,2025-10-06,AR,P
23E51A6623,2025-10-06,ML,P
23E51A6623,2025-10-06,BEFA,P
23E51A6623,2025-10-06,DV,P
23E51A6623,2025-10-06,SE,P
23E51A6623,2025-10-06,ACD,P
23E51A6623,2025-10-06,IDS,P
23E51A6623,2025-10-06,AR,A
23E51A6624,2025-10-06,ML,P
23E51A6624,2025-10-06,BEFA,A
23E51A6624,2025-10-06,DV,P
23E51A6624,2025-10-06,SE,P
23E51A6624,2025-10-06,ACD,P
23E51A6624,2025-10-06,IDS,P
23E51A6624,2025-10-06,AR,P
23E51A6625,2025-10-06,ML,P
23E51A6625,2025-10-06,BEFA,P
23E51A6625,2025-10-06,DV,P
23E51A6625,2025-10-06,SE,A
23E51A6625,2025-10-06,ACD,P
23E51A6625,2025-10-06,IDS,P
23E51A6625,2025-10-06,AR,P
23E51A6626,2025-10-06,ML,P
23E51A6626,2025-10-06,BEFA,P
23E51A6626,2025-10-06,DV,P
23E51A6626,2025-10-06,SE,P
23E51A6626,2025-10-06,ACD,P
23E51A6626,2025-10-06,IDS,P
23E51A6626,2025-10-06,AR,P
23E51A6627,2025-10-06,ML,P
23E51A6627,2025-10-06,BEFA,P
23E51A6627,2025-10-06,DV,A
23E51A6627,2025-10-06,SE,P
23E51A6627,2025-10-06,ACD,A
23E51A6627,2025-10-06,IDS,P
23E51A6627,2025-10-06,AR,P
23E51A6628,2025-10-06,ML,P
23E51A6628,2025-10-06,BEFA,P
23E51A6628,2025-10-06,DV,P
23E51A6628,2025-10-06,SE,P
23E51A6628,2025-10-06,ACD,P
23E51A6628,2025-10-06,IDS,P
23E51A6628,2025-10-06,AR,A
23E51A6629,2025-10-06,ML,P
23E51A6629,2025-10-06,BEFA,P
23E51A6629,2025-10-06,DV,P
23E51A6629,2025-10-06,SE,P
23E51A6629,2025-10-06,ACD,P
23E51A6629,2025-10-06,IDS,P
23E51A6629,2025-10-06,AR,P
23E51A6630,2025-10-06,ML,P
23E51A6630,2025-10-06,BEFA,P
23E51A6630,2025-10-06,DV,P
23E51A6630,2025-10-06,SE,P
23E51A6630,2025-10-06,ACD,P
23E51A6630,2025-10-06,IDS,P
23E51A6630,2025-10-06,AR,P
23E51A6631,2025-10-06,ML,P
23E51A6631,2025-10-06,BEFA,P
23E51A6631,2025-10-06,DV,A
23E51A6631,2025-10-06,SE,P
23E51A6631,2025-10-06,ACD,P
23E51A6631,2025-10-06,IDS,P
23E51A6631,2025-10-06,AR,P
23E51A6632,2025-10-06,ML,P
23E51A6632,2025-10-06,BEFA,P
23E51A6632,2025-10-06,DV,P
23E51A6632,2025-10-06,SE,P
23E51A6632,2025-10-06,ACD,P
23E51A6632,2025-10-06,IDS,P
23E51A6632,2025-10-06,AR,P
23E51A6633,2025-10-06,ML,P
23E51A6633,2025-10-06,BEFA,P
23E51A6633,2025-10-06,DV,P
23E51A6633,2025-10-06,SE,P
23E51A6633,2025-10-06,ACD,P
23E51A6633,2025-10-06,IDS,P
23E51A6633,2025-10-06,AR,P
23E51A6634,2025-10-06,ML,P
23E51A6634,2025-10-06,BEFA,P
23E51A6634,2025-10-06,DV,P
23E51A6634,2025-10-06,SE,P
23E51A6634,2025-10-06,ACD,P
23E51A6634,2025-10-06,IDS,P
23E51A6634,2025-10-06,AR,P
23E51A6635,2025-10-06,ML,P
23E51A6635,2025-10-06,BEFA,A
23E51A6635,2025-10-06,DV,A
23E51A6635,2025-10-06,SE,P
23E51A6635,2025-10-06,ACD,P
